x-g,y-g,z-g,label
0.4215576437,-0.3985590827,-3.463227478,walking
0.66406681985,-0.40861103114999997,-3.2460642275,jumping
0.718322403,-0.36558215080000006,-2.8104349670000004,jumping
0.686087032,-0.36510745435,-2.3494653357,jumping
0.64734372462,-0.45425112209999996,-2.01727829022,jumping
0.5463715050466667,-0.6099757870833333,-1.8004334207000001,jumping
0.3945720543542857,-0.7842213794999999,-1.6887336841714284,jumping
0.21898164318500002,-0.9078448416875,-1.64801024965,jumping
0.05071361605333334,-0.9251487668333334,-1.544601721088889,jumping
-0.051627946711999995,-0.88543109,-1.28822247518,jumping
-0.05839296658363636,-0.8576475053,-0.9412114728909091,jumping
-0.008528961893333334,-0.9095931104416667,-0.5852049838166667,jumping
-0.007722580725307694,-1.0659055383307694,-0.27140719536923075,jumping
-0.0425739269235,-1.252256201592857,-0.12986912384285715,jumping
-0.07029501458193334,-1.4114200930199998,-0.14836491109333333,jumping
-0.046492611758062505,-1.50713865508125,-0.29633436765,jumping
0.04926761369829412,-1.514240264017647,-0.4889108437294118,jumping
0.15628774821505556,-1.4911071368500002,-0.6685141470777778,jumping
0.24348728262478944,-1.4999179726999998,-0.8418918344421054,jumping
0.30348080359355,-1.5478018811149998,-0.97544245537,jumping
0.3069967097414762,-1.6335694786333335,-1.0653545892571428,jumping
0.2748232005077727,-1.7592599594227274,-1.101728705381818,jumping
0.2725494356596087,-1.9293371838391307,-1.0618378631173913,jumping
0.318342104257125,-2.1188771462625,-0.9699007810708333,jumping
0.38029664808684005,-2.256582467252,-0.879294630148,jumping
0.44782950381884,-2.3882088347440003,-0.75991249596,jumping
0.5009108900188399,-2.47281020996,-0.77505629336,jumping
0.5309087260068399,-2.595484314876,-0.9456348468799999,jumping
0.48019291274284,-2.756425709756,-1.1086304972480001,jumping
0.40276673185884,-2.954064101432,-1.230038083556,jumping
0.35236157533164,-3.190032745872,-1.2793567514320001,jumping
0.32408834636364,-3.432753216992,-1.25917983456,jumping
0.3211435131236399,-3.6506120288320005,-1.201200387796,jumping
0.35489938967963996,-3.8446504652320006,-1.163693680272,jumping
0.40494332863163995,-4.010640264211999,-1.2066342520728,jumping
0.42610442546763994,-4.15092534068,-1.3356846871768002,jumping
0.40760023618004,-4.24937240804,-1.5196414361768,jumping
0.405688342842,-4.27965405032,-1.7190927921368,jumping
0.43462786786999996,-4.27715680976,-1.8318639473768,jumping
0.47895816350199993,-4.28519725752,-1.8464083115928,jumping
0.49327773151000004,-4.3328882126,-1.7436274517527999,jumping
0.4431010315299999,-4.463632925240001,-1.5345053390327998,jumping
0.376648747114,-4.6421633412,-1.2271269419528,jumping
0.32160986510999995,-4.7770912571599995,-0.8793672759928,jumping
