x-g,y-g,z-g,label
0.5424482426,-1.226432433,-0.5297203159,walking
0.6655381255,-1.1679474125,-0.25168141095,walking
0.7230983599999999,-1.1490971586666667,-0.14257597266333336,walking
0.751445929475,-1.1189819515,-0.16946692764750002,walking
0.70115757984,-1.07993120488,-0.29772817575800004,walking
0.594786913545,-1.0637406253500001,-0.4672689342983333,walking
0.45140692783857145,-1.0148736969714285,-0.5755058522557144,walking
0.30925452154625,-1.01596775285,-0.61880337736125,walking
0.23058862000777777,-1.0436893373111111,-0.5930199987211111,walking
0.20991018873500003,-1.05714168208,-0.518291874519,walking
0.20892396545,-1.0561498986181819,-0.43866970640818176,walking
0.186947130115,-1.0225448716333334,-0.3570221682241667,walking
0.09801433469076923,-0.9699436663307692,-0.2757789786376923,walking
0.016257034570000002,-0.94318409755,-0.18590386853500002,walking
-0.056385343734666665,-0.9326932473733334,-0.07726787536600001,walking
-0.08945971342,-0.8604567037875,-0.027369610530624998,walking
-0.047049689542352946,-0.7845519487294118,0.028796780341764708,walking
-0.00994060770111111,-0.7061643037222223,0.10806167776722224,walking
-0.00265608232736842,-0.6473917918000001,0.1200496153636842,walking
-0.005884886343499999,-0.6164989165229999,0.10667554982050001,walking
0.01187845153,-0.60263968936,0.09855133929476191,walking
0.03720702256954545,-0.5945162494754546,0.10828272614954546,walking
0.061693762609999994,-0.5772498151286957,0.13555045828652174,walking
0.07528016673041667,-0.5475116329108333,0.16311173509541665,walking
0.0576020615972,-0.5303624980904,0.1912154123396,walking
0.002136923429200004,-0.5062079425944,0.2561179156556,walking
-0.0522312244588,-0.5056260569544,0.3076410539756,walking
-0.09166972047079999,-0.5226609315944,0.34853940385919996,walking
-0.1305697493188,-0.5466365798344001,0.38168303601119996,walking
-0.1597525214428,-0.5720197873784,0.43437526663919995,walking
-0.17679968983759997,-0.5847675536704,0.5159817915712,walking
-0.1949298736696,-0.5788232625424,0.5973860262271999,walking
-0.2236653308496,-0.5303782973184,0.6742137855192,walking
-0.2931855908376,-0.4619764751824,0.7135618046432,walking
-0.38345222804879997,-0.39787674194640005,0.7534425752712001,walking
-0.48084179135280003,-0.34118814407440007,0.8304040486832,walking
-0.53707675053,-0.2914348935984,0.9330311501312001,walking
-0.552807941634,-0.23533891689040004,1.0355562059952,walking
-0.5718718001140001,-0.16666502379440004,1.1478133442032001,walking
-0.568915038566,-0.09787817420240001,1.2663625308432,walking
-0.580251702134,-0.06959797536640001,1.3993886282032,walking
-0.6422945252139999,-0.03881788717440002,1.4955043171112001,walking
-0.7135990221579999,-0.008237475550400015,1.5493540157912,walking
-0.769931986534,0.04243695697759998,1.6714183847471997,walking
-0.8213092017479999,0.100136327948,1.8119853554872,walking
-0.9095076144679999,0.14660191709999998,1.8974526799759999,walking
-1.021539512084,0.17919163081599998,1.9393714391719998,walking
-1.122397555984,0.180152293264,2.0032650638800003,walking
-1.239128504124,0.151225971252,2.072645762532,walking
-1.3511991863,0.10863025654799997,2.120934946204,walking
-1.446193233036,0.06499794741199998,2.1593020364039996,walking
-1.5488279475639999,0.06518636225199997,2.194964836164,walking
-1.652203401992,0.11762366013199997,2.2455489350440003,walking
-1.73499032774,0.14444518329999997,2.356383141636,walking
-1.8348095289879998,0.13413448389999996,2.507768396896,walking
-1.9514816570759999,0.09417367073999997,2.658312331364,walking
-2.0582794809880003,0.0071547407999999636,2.7867498847079997,walking
-2.1668643163479997,-0.10619437662400003,2.8565007822999995,walking
-2.2618427218279997,-0.2128893568,2.8945652908,walking
-2.351660994548,-0.309931133556,2.875306035948,walking
-2.444212957508,-0.39855300162800006,2.810446825436,walking
-2.557900950308,-0.48885683299199995,2.7145096637479997,walking
-2.664274906628,-0.598932386712,2.5929811336240003,walking
-2.7694468157479997,-0.724077121512,2.446014502304,walking
-2.8929421504160002,-0.8511390296679999,2.291802200164,walking
-3.0216440797799997,-0.9893977886240001,2.165935942356,walking
-3.14343494524,-1.143279962824,2.070102785064,walking
-3.2613065038799998,-1.297926385664,1.9652949995840001,walking
-3.37540777204,-1.452839961944,1.7952997409280003,walking
-3.4676364541600004,-1.600126932984,1.624993463008,walking
-3.51081004336,-1.7283059692520002,1.515545935296,walking
-3.5071532414799997,-1.849265951212,1.440471674104,walking
-3.5158006127199997,-1.94750240184,1.325144022632,walking
-3.5179347646,-2.019225880992,1.166706627712,walking
-3.50192819888,-2.0717873094319996,0.976820825392,walking
-3.47145309564,-2.075344556592,0.7594214877919999,walking
-3.43015519384,-2.0843518648719996,0.511238126832,walking
-3.4008689114,-2.150449562432,0.25567894771199995,walking
-3.38961357088,-2.20549696968,-0.0002161656880000251,walking
-3.30944590542,-2.24331898248,-0.24106375024800003,walking
-3.152487715716,-2.22762844704,-0.4534670631,walking
-3.010741080926,-2.128563141884,-0.66866971874,walking
-2.864838198474,-2.0436059577440004,-0.8682797213800001,walking
-2.745333202554,-1.995488378144,-1.0111212122200002,walking
-2.701615032914,-1.9837906723840002,-1.103100276688,walking
-2.713275877834,-2.010896153904,-1.099867070488,walking
-2.789729485514,-2.023787007384,-0.96385094092,walking
-2.8794280657540003,-2.0446938029840003,-0.7186133837960001,walking
-2.8718079859940002,-2.0361748015440004,-0.423227906676,walking
-2.74623235233,-1.973063706792,-0.20962351725599998,walking
-2.572865179818,-1.867472717496,-0.127815842288,walking
-2.3588458719779997,-1.7192241075360002,-0.10767718375599998,walking
-2.116188445538,-1.5701845856560002,-0.07148373747600001,walking
-1.895920884898,-1.447524180756,-0.014238888128000005,walking
-1.731481697334,-1.3529586238072002,0.024112619265999995,walking
-1.5864553943659998,-1.2329985975832,0.085570925434,walking
-1.4078065020859998,-1.0711648123431998,0.121999441474,walking
-1.2318055097260001,-0.9042948319832002,0.111461168426,walking
-1.0731305540859999,-0.7749279631112,0.174550637258,walking
-0.9468715446420001,-0.6787466333668002,0.33712566233800006,walking
-0.9190360148420001,-0.6139313471548001,0.5866314295780001,walking
-0.9170091710819999,-0.5926666961147999,0.8650543211780001,walking
-0.8905140920819999,-0.5625694165548,1.0710833737379999,walking
-0.869436189442,-0.4905183529668,1.202511637586,walking
-0.8609001901419999,-0.3801631970577601,1.2678580380948,walking
