x-g,y-g,z-g,label
-0.3060105228,1.279604673,-0.7246764261,walking
-0.38878853155000004,1.329873771,-0.18448345455000004,jumping
-0.4359010586,1.358190862,0.3716811866333333,jumping
-0.3922905752,1.348993143,0.7913944722249999,jumping
-0.310509545976,1.309719822,1.02172176398,jumping
-0.22905331983,1.2651522078333333,1.1235891679833332,jumping
-0.17383784664,1.1829820241428572,1.1093757701285714,jumping
-0.1114358704475,1.0856535534,1.0042033744125,jumping
-0.02663255676444445,1.0147032275333334,0.8566896636222222,jumping
0.064380855652,0.9999999132599999,0.72180117478,jumping
0.13140906211090908,1.0339909446,0.6462855168545455,jumping
0.15875485294333333,1.0828141454666667,0.6445434541166667,jumping
0.13364481836307693,1.1582049393538463,0.7038901141846154,jumping
0.08604424773714284,1.2587842419714286,0.8404058548142856,jumping
0.08458398463466667,1.32388975004,1.0461999628933334,jumping
0.0797580383381875,1.3142772369125,1.2241609360874999,jumping
0.07248825705594117,1.259671016464706,1.328145781317647,jumping
0.09074130533616666,1.1748279775388888,1.3647693369111111,jumping
0.129631014929,1.0697605673947368,1.351227094863158,jumping
0.16725474872255,0.9830481042000001,1.303076858865,jumping
0.20833785121195236,0.9252097635761904,1.2370318202052382,jumping
0.25496727870231817,0.8710739882454545,1.162202762595909,jumping
0.3007456119761304,0.8109844306260869,1.084119924165652,jumping
0.34862515076879164,0.7556247273958333,1.01646116052125,jumping
0.38668632153804,0.708699985148,0.973166298118,jumping
0.40169160421843997,0.6499832279119999,1.020300913994,jumping
0.36652187675044007,0.60593525192,1.032026171818,jumping
0.29430128485844004,0.564541338804,0.9881491333300001,jumping
0.22833085777844,0.5101486092296,0.90589057371428,jumping
0.19396996981763998,0.4306362412176,0.7965033892742801,jumping
0.19108706445764,0.3274947484976001,0.6697523599942801,jumping
0.20494853235764,0.22422775113759996,0.54573597991428,jumping
0.18873265384084,0.1314252232496,0.43684286181828,jumping
0.12685528357283998,0.04842010282560001,0.34317037352628,jumping
0.052807658976840005,-0.04438600352639999,0.24694747007828,jumping
-0.016097012007159996,-0.1673770158064,0.11400615733427999,jumping
-0.07594690701116,-0.32042574544640007,-0.07661344714571999,jumping
-0.10439178829115998,-0.49532429204639994,-0.31242133990572,jumping
-0.10078197608716,-0.6866869139264,-0.5882499389057201,jumping
-0.06932537675116,-0.8733227753263999,-0.88951102574572,jumping
-0.017595207506799992,-1.0419481600063998,-1.2078974378257201,jumping
0.04926989619160001,-1.2024294140984,-1.5497387158657199,jumping
0.11193969282760001,-1.3398302344903998,-1.88407916226572,jumping
0.11582351286760001,-1.4611132751223999,-2.18754621646572,jumping
0.08699773372760002,-1.5884610244224,-2.4456095475817197,jumping
0.045553429323200015,-1.7372216049064,-2.65460889214212,jumping
-0.0005184083139999896,-1.8892200108783999,-2.82252906753412,jumping
-0.026186632513999986,-2.0251556359584,-2.95650477612212,jumping
-0.032518114553999986,-2.1750511492823996,-3.08315539699012,jumping
-0.021736258193999988,-2.3465147958104002,-3.2430915268477194,jumping
0.02817050507760001,-2.5244703720144,-3.42546227711972,jumping
0.12857140783760002,-2.7243057146223997,-3.6214277335837197,jumping
0.2537384672976,-2.9361526765864,-3.8227795048157196,jumping
0.34659435686560003,-3.122360416532,-3.9697359386,jumping
0.3728114650616,-3.26377374832,-4.0671101588,jumping
0.3620405605376,-3.38030452288,-4.113887930800001,jumping
0.32036568872160004,-3.49091219664,-4.10587850832,jumping
0.27822239060240006,-3.6043501683200003,-4.0367949885479995,jumping
0.2533848920024,-3.7299814440800003,-3.9198826480920004,jumping
0.21438978742240003,-3.8613040838,-3.788907075688,jumping
0.1530890636984,-3.9701086984400002,-3.6478681878756,jumping
0.0770512047384,-4.035046963279999,-3.4972558526956,jumping
-0.04017282739759999,-4.08861686096,-3.3136153444756,jumping
-0.22015426502559998,-4.13591767812,-3.0956737828356,jumping
-0.48247371424959995,-4.1688360872,-2.8781320771956,jumping
-0.7862703876895999,-4.17879056252,-2.6472794189956,jumping
-1.1117575180895998,-4.16799940908,-2.3862053799276,jumping
-1.4352685000896,-4.16409534012,-2.1164066285236,jumping
-1.7146876519936,-4.14246498084,-1.8476889922396,jumping
-1.9437137686455999,-4.09762177184,-1.5805458356875999,jumping
-2.1512942395612,-4.02798132816,-1.3135072039676,jumping
-2.346492202204,-3.92703061172,-1.0448333106876,jumping
-2.5539429935639997,-3.8233673602800002,-0.7728111321675999,jumping
-2.7766616602039993,-3.7085466858,-0.4904092336875999,jumping
-3.021902655484,-3.572582959,-0.18056134692759998,jumping
-3.2725349005639996,-3.422727101472,0.11234402199240001,jumping
-3.510505000124,-3.2721695488440004,0.38051267487240004,jumping
-3.715229024344,-3.1349770121239997,0.6256992910724,jumping
-3.8816022135919996,-3.030700089524,0.8101599063844,jumping
-4.017010373064,-2.942821893724,0.9748417534043999,jumping
-4.172489451095999,-2.831054494924,1.1183879506844,jumping
-4.31953848136,-2.684885143164,1.2325178117164,jumping
-4.4351517576,-2.523592541152,1.3197790151844,jumping
-4.521093946160001,-2.362344401364,1.4339687049284,jumping
-4.58749623688,-2.1751463302132,1.5519991967644,jumping
-4.60900631892,-1.9786687745932,1.675006651432,jumping
-4.5947061578,-1.7973310636292,1.8033395279320001,jumping
-4.53413403228,-1.6090069356692,1.909159396272,jumping
-4.41517446464,-1.4190685201092001,1.968806889912,jumping
-4.25381956636,-1.2256435619091999,1.996935903152,jumping
-4.06595306488,-1.0257950396692,2.029003764552,jumping
-3.86721588784,-0.8083661034292,2.0986781805640002,jumping
-3.6720859283199996,-0.5645037178692,2.20145998768,jumping
-3.469344835292,-0.3209420429092,2.318077184116,jumping
-3.279467265848,-0.09150167442920001,2.429081766884,jumping
-3.10014139466,0.1287329312908,2.506856412564,jumping
-2.9387528398359994,0.3300243241308,2.543487867924,jumping
-2.793318997628,0.5288338078508,2.537398320284,jumping
-2.6596918532800005,0.7398005066108,2.499562999244,jumping
