Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
10.01721038,-10.52806381,3.618434216,-0.1986547664,11.13430094,jumping
10.02720238,-8.337738926,1.396938411,0.7927663752,8.491042684,jumping
10.03719338,-4.939803797,-1.88364427,-0.2261685473,5.291590451,jumping
10.04718438,-2.102521631,-4.754235392,-1.696752055,5.468301281,jumping
10.05717638,0.2698446169,-6.270139498,-1.150929822,6.380603804,jumping
10.06716738,1.366975231,-5.776820439,0.271137144,5.942540788,jumping
10.07715838,0.4948925453,-3.667771853,0.7202816588,3.770447541,jumping
10.08715038,-1.124228951,-1.336933699,0.318026551,1.775506502,jumping
10.09714138,-1.964160137,0.05025272548,-0.3894269013,2.003023637,jumping
10.10713238,-2.344937544,0.958176797,-0.9831651655,2.717250192,jumping
10.11712437,-2.088214664,1.524933377,-1.328044177,2.906847713,jumping
10.12711538,-2.042760164,1.305201445,-1.308741057,2.754854452,jumping
10.13710638,-1.245888458,1.38613685,-0.6108342071,1.961308707,jumping
10.14709838,-1.125970836,1.955382589,-0.2361444819,2.26872114,jumping
10.15708938,-1.338517125,1.886947362,-0.7989881051,2.447566226,jumping
10.16708038,-1.871671803,1.639963896,-0.1405654563,2.492467767,jumping
10.17707238,-1.097079013,1.591323833,1.105427229,2.226625981,jumping
10.18706338,-0.5726586132,1.802919365,0.6098113829,1.987542715,jumping
10.19705438,0.05340876013,1.541283361,0.3319932103,1.577538078,jumping
10.20704638,0.4262656756,1.099823257,0.4766654585,1.272212083,jumping
10.21703738,0.760375578,1.036511945,0.413833618,1.350476322,jumping
10.22702838,0.8892618057,1.133047137,0.5383278559,1.537653815,jumping
10.23702037,1.024433644,1.521095849,0.6546472478,1.947244179,jumping
10.24701138,1.429393089,1.959774433,0.7499280654,2.53895107,jumping
10.25700238,2.256000956,2.187650952,0.5606308906,3.19212531,jumping
10.26699438,2.718399501,2.390406663,0.4169041371,3.643837115,jumping
10.27698537,2.781878628,2.549247445,0.4919969311,3.805203308,jumping
10.28697638,2.632656223,2.624064324,0.615010727,3.76760276,jumping
10.29696838,2.165243983,2.659013132,0.7274795812,3.505404239,jumping
10.30695938,1.509847561,2.529237689,0.9275647958,3.088212977,jumping
10.31695037,0.7844761929,2.379404542,1.3013148,2.823187752,jumping
10.32694238,0.1297902073,2.073071837,1.854355567,2.784440143,jumping
10.33693338,-0.2120464982,1.766318133,2.414807678,2.999356529,jumping
10.34692088,-0.3949595368,1.464659109,2.978848227,3.342866449,jumping
10.35691288,-0.5561358435,1.189403186,3.40493834,3.649324884,jumping
10.36690388,-0.8487191127,1.599967187,3.827804298,4.234655225,jumping
10.37689488,-1.059325149,1.715439171,3.887802578,4.379487436,jumping
10.38688687,-1.231065474,1.518540031,3.65560789,4.145474047,jumping
10.39687788,-1.230376672,1.228286585,3.523219911,3.928815754,jumping
10.40686888,-1.043572604,0.4650103498,3.461304914,3.64498424,jumping
10.41686088,-0.5498363458,-0.6707013631,3.609839394,3.712559868,jumping
10.42685187,0.4110373333,-1.949828904,4.180411867,4.631050401,jumping
10.43684288,1.102217692,-2.693389497,5.121208985,5.890332104,jumping
10.44683488,1.039372111,-2.447236336,5.745947725,6.33128544,jumping
10.45682588,0.9611886978,-1.011992816,5.321379057,5.501371487,jumping
10.46681688,2.116071092,0.1615983295,5.072548456,5.498601525,jumping
10.47680888,3.767312513,0.6553348804,5.186097291,6.443423972,jumping
10.48679988,4.453413688,0.7913949108,4.466960517,6.357116929,jumping
10.49679088,4.589698836,0.2219146979,3.443145801,5.74193648,jumping
10.50678287,4.369097423,-0.9545702344,2.187847418,4.978643686,jumping
10.51677388,3.366226556,-1.869150192,0.8122881818,3.935100476,jumping
10.52676488,2.301823246,-2.670127519,-0.4093735081,3.549022104,jumping
10.53675688,0.7391159789,-2.823746738,-1.640926494,3.34850382,jumping
10.54674787,-0.7321708024,-3.486390054,-2.376963475,4.282632958,jumping
10.55673888,-1.439959739,-4.486507174,-2.558333434,5.361650924,jumping
10.56673088,0.2172908659,-4.63365411,-3.266183912,5.673263883,jumping
10.57672188,1.305040646,-3.816180618,-1.887085064,4.452803121,jumping
10.58671287,2.299201355,-3.552029727,-1.447096704,4.471837533,jumping
10.59670488,2.248821598,-5.051181561,-1.317592572,5.683984863,jumping
10.60669588,2.425392454,-5.584433595,-0.5434305748,6.112588971,jumping
10.61668688,2.501390617,-5.680187598,-1.145772432,6.311440457,jumping
10.62667887,1.461500735,-5.614577746,-3.523316098,6.78772598,jumping
10.63666988,1.02747098,-3.506769939,-5.234542058,6.383851704,jumping
10.64666088,2.809141563,-0.2438148594,-4.994654188,5.735616137,jumping
10.65665288,0.8663307801,0.5147151911,-3.624027955,3.761520885,jumping
10.66664387,-0.8075557378,1.300215524,-1.781423246,2.348653967,jumping
10.67663488,-0.8884689233,0.8918629396,-0.4488527387,1.336512369,jumping
10.68662688,-1.429423787,0.4617101812,-0.3938561672,1.552917041,jumping
10.69661788,-1.24450413,0.7573687935,-0.4416551086,1.522319695,jumping
10.70660887,-1.298672736,1.361583222,-0.4498371175,1.934635153,jumping
10.71660088,-1.761971898,1.652593882,-0.4462092125,2.456565523,jumping
10.72659188,-2.225460218,1.316286011,-0.4174128449,2.619067683,jumping
10.73658288,-2.920303857,1.29228553,-0.5493342161,3.240361799,jumping
10.74657488,-3.491043268,1.2385771,-1.032024207,3.845325772,jumping
10.75656588,-3.697630952,1.475250755,-1.471008015,4.244137607,jumping
10.76655688,-3.950370416,1.795332602,-2.065541793,4.805737038,jumping
10.77654888,-4.296286139,2.147327383,-2.424805248,5.380406116,jumping
10.78653988,-4.591857044,2.634648369,-2.371563718,5.800934201,jumping
10.79653088,-4.716259772,3.124798238,-2.066640193,6.023161292,jumping
10.80652188,-4.646619726,3.529492804,-1.665876125,6.068240074,jumping
10.81651388,-4.296699538,3.735855078,-1.09846758,5.798695638,jumping
10.82650487,-3.784857961,3.896027271,-0.5374898037,5.458303177,jumping
10.83649588,-2.988302005,3.837521201,0.1227953294,4.865346497,jumping
10.84648788,-1.933483305,3.935953229,0.6634803441,4.435120255,jumping
10.85647888,-0.6755975291,4.062926102,1.192097875,4.287761406,jumping
10.86646987,0.8338617763,3.991552649,1.396880231,4.310347131,jumping
10.87646188,2.24992643,3.737225665,1.267121745,4.542534769,jumping
10.88645288,3.471853291,2.701231783,0.7597091416,4.464031407,jumping
10.89644388,4.375811488,1.451796404,-0.5323650116,4.64099682,jumping
10.90643588,5.015824032,0.3218950689,-1.798001856,5.338063116,jumping
10.91642688,5.272391084,-0.6405940497,-0.6436199838,5.350020109,jumping
10.92641788,4.901034126,-1.599040988,3.088995736,6.009905344,jumping
10.93640988,4.973451015,-3.25917427,6.085969162,8.508610495,jumping
10.94640088,4.900197097,-4.600807961,5.659701294,8.787012246,jumping
10.95639188,4.312515087,-3.891299213,2.778543668,6.438967375,jumping
10.96638388,4.366462375,-0.9654881555,0.5162793213,4.501633636,jumping
10.97637488,4.024715132,2.343840022,0.2631764522,4.664887972,jumping
10.98636588,1.464060061,2.18667739,-0.7719956034,2.742445457,jumping
10.99635788,-2.370044904,-3.141431227,-2.025876621,4.426045536,jumping
11.00634888,-5.442025242,-10.89962396,-0.7958861572,12.2086394,jumping
11.01633988,-3.280251436,-17.66380699,-0.9200877419,17.9893493,jumping
11.02633188,1.216557071,-18.69738655,-1.28445757,18.78089738,jumping
11.03632288,3.659820224,-5.945931271,1.374525156,7.116017296,jumping
11.04631388,0.09678720653,0.05947495401,1.35957558,1.364313304,jumping
11.05630488,-4.045124838,1.408161557,-0.3779061323,4.299856622,jumping
11.06629688,-7.157727538,1.743043292,-2.120745502,7.666082762,jumping
11.07628788,-9.717097099,2.710281519,-2.031390545,10.2904883,jumping
11.08627888,-10.10154451,3.494849805,-1.250954194,10.76197301,jumping
11.09627088,-8.593575661,2.516902403,0.2377037881,8.95772535,jumping
11.10626188,-5.842111033,-0.5156419748,0.2068432072,5.868469313,jumping
11.11625288,-3.163298644,-3.969975253,-0.9116645354,5.157353396,jumping
11.12624488,-1.296071894,-6.442689078,-1.247545706,6.689126639,jumping
11.13623588,0.5736785138,-7.132824832,-0.4732248107,7.17148791,jumping
11.14622688,0.8270822221,-5.849303108,-0.1590433887,5.909628301,jumping
11.15621888,-0.4641563639,-2.925942619,-0.2017947212,2.96939429,jumping
11.16620988,-2.036150471,-0.8644652259,-0.3465136009,2.239035628,jumping
11.17620088,-2.46741537,0.1588980854,-0.3004316944,2.490712029,jumping
11.18619288,-2.713783416,1.020526827,-0.7067191882,2.984216387,jumping
11.19618388,-2.937954847,1.587589801,-0.4182723856,3.365556692,jumping
11.20617488,-2.714779782,1.568850644,-0.9424173814,3.274060495,jumping
11.21616688,-2.872065497,1.868370173,-1.555103548,3.762700409,jumping
11.22615788,-2.909117841,1.769997202,-0.1051665589,3.40689253,jumping
11.23614888,-1.500533823,1.759299136,1.574619361,2.797527718,jumping
11.24613988,-0.3908159074,2.078482266,1.559361636,2.62762903,jumping
11.25613188,0.2471001175,2.098097336,0.6724803784,2.217047757,jumping
11.26612288,0.2949779963,1.348967854,-0.4619779837,1.456073469,jumping
11.27611388,0.6003348005,0.3368159938,-0.7692971134,1.032310484,jumping
11.28610588,0.8577429745,-0.1695388484,-0.6867543089,1.111799403,jumping
11.29609688,0.6227547795,0.1026554722,-0.622209819,0.8862881699,jumping
11.30608788,0.4702187571,0.9345370889,-0.3948035623,1.118183841,jumping
11.31607987,0.5950255287,1.727677394,-0.05405063823,1.828071669,jumping
11.32607088,0.7935826465,2.191296691,0.2349082343,2.342378382,jumping
11.33606188,1.121200678,2.401847325,0.4956427431,2.696594753,jumping
11.34605738,1.488365475,2.485395266,0.6449752222,2.967897311,jumping
11.35604838,1.823034371,2.374104041,0.8100071099,3.100957245,jumping
11.36603937,2.054724152,2.178475501,1.018174931,3.162961751,jumping
11.37603138,1.993750849,2.181961611,1.265235726,3.21509259,jumping
11.38602238,1.715786496,2.109841468,1.440941048,3.077607094,jumping
11.39601338,1.339577518,1.933285376,1.489271209,2.783880207,jumping
11.40600437,0.9482147495,1.885038831,1.650065546,2.678656176,jumping
11.41599638,0.5484417848,1.774154572,1.990327304,2.722097649,jumping
11.42598738,0.2529271603,1.591630227,2.487348821,2.963808881,jumping
11.43597838,-0.1015996112,1.446590627,2.99727982,3.329659629,jumping
11.44597037,-0.8229423934,1.706947845,3.383869067,3.878334049,jumping
11.45596138,-1.561049143,2.440147757,3.667408741,4.67344438,jumping
11.46595238,-1.971392558,2.841665531,3.793219771,5.133221975,jumping
11.47594438,-2.37939197,2.409100211,4.000332828,5.240985853,jumping
11.48593537,-2.621511722,0.9009945363,4.103256687,4.951851199,jumping
11.49592638,-2.244368651,-1.087597314,4.50670872,5.150774897,jumping
11.50591838,-1.056753252,-3.344175829,5.451698876,6.482380739,jumping
11.51590938,0.3166217574,-4.769562698,6.548538299,8.107547812,jumping
11.52590037,1.101640572,-3.979201575,6.47135973,7.67633727,jumping
11.53589238,1.455888577,-1.792132421,5.390125356,5.863855517,jumping
11.54588338,2.337516258,-0.2988804281,4.622389449,5.188429048,jumping
11.55587438,3.518964892,0.7749127793,4.365880285,5.660787435,jumping
11.56586537,4.077597935,1.386144451,3.635630878,5.636134601,jumping
11.57585738,4.259949787,1.140510523,2.267940824,4.958980946,jumping
11.58584838,4.346086583,0.517899,0.750045229,4.440636869,jumping
11.59583938,3.796222317,0.4877788228,-0.6343680076,3.879646224,jumping
11.60583137,1.869473543,-0.9719873357,-1.527861809,2.602700984,jumping
11.61582238,0.2632053959,-2.976207624,-2.082222145,3.641804218,jumping
11.62581338,0.08430340111,-3.437910204,-1.970965419,3.963715216,jumping
11.63580538,0.5522104615,-3.497647113,-2.324002174,4.235499714,jumping
11.64579637,0.6590227193,-4.157496044,-3.548635418,5.505624182,jumping
11.65578738,2.376060812,-4.446649044,-1.997310195,5.422877531,jumping
11.66577938,3.315316603,-5.125741746,-0.3776298514,6.116139055,jumping
11.67577038,3.820603744,-5.67134427,-0.3915507562,6.849413901,jumping
11.68576137,3.397352747,-6.155622949,-1.49692346,7.188496325,jumping
11.69575338,2.903779041,-5.426834761,-2.380430143,6.599160243,jumping
11.70574438,2.131082356,-4.981711961,-3.623769216,6.518486742,jumping
11.71573538,0.9543150035,-3.459522098,-4.515211156,5.767680821,jumping
11.72572637,1.933406121,0.4811878413,-4.670679557,5.077878346,jumping
11.73571838,0.5381049308,1.76821614,-3.662115549,4.102101355,jumping
11.74570938,-1.469022301,1.614545465,-2.296009213,3.168034389,jumping
11.75570038,-1.880533259,1.498478234,-0.1156134868,2.407323999,jumping
11.76569238,-1.945576808,0.7205968237,-0.1592155892,2.080836011,jumping
11.77568338,-1.743982647,0.8561539936,-0.1888174108,1.951954699,jumping
11.78567438,-1.67939518,1.329070364,-0.2896552759,2.161179396,jumping
11.79566638,-1.689410291,1.548760196,-0.3035906526,2.311911019,jumping
11.80565738,-2.265572702,1.443879274,-0.4508098018,2.724121235,jumping
11.81564838,-2.887913791,1.297841554,-0.4896970019,3.20378556,jumping
11.82563938,-3.269932562,1.445769094,-0.8207409167,3.668286096,jumping
11.83563138,-3.468622704,1.239098087,-1.57278582,4.005042168,jumping
11.84562237,-3.638982794,1.353351511,-2.188900209,4.457021451,jumping
11.85561338,-4.055290223,1.667711858,-2.588727846,5.09196951,jumping
11.86560538,-4.23129463,2.07776949,-2.549870174,5.359367332,jumping
11.87559638,-4.149605227,2.514958788,-2.191824694,5.324315612,jumping
11.88558737,-3.932330879,2.977712697,-1.616974983,5.190819506,jumping
11.89557938,-3.597304718,3.398747308,-1.07565116,5.06449503,jumping
11.90557038,-3.145657595,3.559775534,-0.5091889876,4.777702061,jumping
11.91556138,-2.536007595,3.763235834,0.1724934465,4.541258906,jumping
11.92555237,-1.668809673,3.977298891,0.9484596017,4.416266275,jumping
11.93554438,-0.5674477208,4.115587295,1.319353753,4.358984977,jumping
11.94553538,0.6974839497,3.804331235,1.403427066,4.114489949,jumping
11.95552638,2.23632873,3.041215214,1.297096911,3.991568183,jumping
11.96551838,3.621280349,2.005311964,0.7376970059,4.204657454,jumping
11.97550938,4.572466507,0.9818913496,-0.4721670493,4.700478944,jumping
11.98550038,5.364215174,0.2691403198,-1.436501257,5.55974611,jumping
11.99549238,5.531132716,-0.003919973373,-0.6588154355,5.570231796,jumping
12.00548338,5.100696368,-0.3609725958,2.048045754,5.508347852,jumping
12.01547438,4.965361977,-1.523430642,5.17442274,7.331460371,jumping
12.02546538,5.212913207,-3.138501188,5.809023979,8.412455848,jumping
12.03545738,4.435549275,-3.285187948,3.756380266,6.676597182,jumping
12.04544837,3.579023106,-1.282466885,0.9833744958,3.926977604,jumping
12.05543938,3.189348575,1.481097386,-0.02200336486,3.516543466,jumping
12.06543138,1.524014195,2.79699865,-0.2718592751,3.196830959,jumping
12.07542238,-0.8368748465,-0.1016713858,-1.828403869,2.013394469,jumping
12.08541337,-3.845376058,-6.665597802,-2.191679683,8.001285579,jumping
12.09540538,-3.983666801,-14.27837671,-1.315628492,14.88195286,jumping
12.10539638,0.3724784544,-22.25211945,-1.275788196,22.29177417,jumping
12.11538738,4.49786276,-16.56759672,0.3267389023,17.17040445,jumping
12.12537938,2.610246184,-1.744910892,0.9079623708,3.268408608,jumping
12.13537038,-3.23975859,1.85295165,0.04360327184,3.73247462,jumping
12.14536138,-7.01489994,3.057833585,-1.428123951,7.784517032,jumping
12.15535238,-9.785151672,4.613791119,-2.303115335,11.0607686,jumping
12.16534438,-11.0427638,5.665772458,-1.548660793,12.50767605,jumping
12.17533538,-9.641480906,4.174927179,-0.740315389,10.5326273,jumping
12.18532638,-6.726108298,0.6527942652,0.1673014113,6.759782759,jumping
12.19531838,-3.890923529,-4.097769075,-0.2991447222,5.658664583,jumping
12.20530938,-1.481038037,-8.581897602,-1.392792443,8.819428037,jumping
12.21530038,1.34145272,-9.66515102,-1.211559163,9.832726745,jumping
12.22529238,2.298629935,-7.217436966,-0.9681943931,7.636261933,jumping
12.23528338,0.4338490757,-3.705991008,-0.1693296643,3.735139477,jumping
12.24527438,-2.044362593,-1.316365533,0.2808180866,2.44767143,jumping
12.25526538,-3.198747097,-0.06307625413,0.05292300269,3.199806627,jumping
12.26525738,-3.28731458,0.3837621188,-0.2898663604,3.322308387,jumping
12.27524838,-3.16440523,0.4681280851,-0.3741680074,3.220653049,jumping
12.28523937,-3.122606701,0.7142590266,0.169310807,3.207725786,jumping
12.29523138,-2.728720421,0.7436471325,0.01010033414,2.82825533,jumping
12.30522238,-1.790414217,1.137995051,0.2778151028,2.139578705,jumping
12.31521338,-1.184619286,1.444783838,0.2281821822,1.88223014,jumping
12.32520437,-0.8798059809,1.750700805,0.1316325188,1.963756348,jumping
12.33519638,-0.1855271825,1.75576274,0.05080280229,1.766268399,jumping
12.34518813,0.3498245868,1.978374426,-0.791095241,2.159206866,jumping
12.35517913,0.0419604966,1.90485446,-0.4378133418,1.954971028,jumping
12.36517113,0.4817655462,1.77603796,-0.4604483521,1.896950596,jumping
12.37516213,0.7487190074,1.43547624,-0.2658559388,1.64068631,jumping
12.38515313,0.7683957651,1.178797506,0.09207259655,1.410132255,jumping
12.39514512,0.9986977091,1.358033377,0.4468759413,1.743946637,jumping
12.40513613,1.386519257,1.537684985,0.6505582899,2.17028497,jumping
12.41512713,1.726863461,1.722208493,0.4594009696,2.481755177,jumping
12.42511813,2.01248065,2.117317134,0.4760235804,2.9596805,jumping
12.43511013,2.183932415,2.648717355,0.7121313711,3.50605127,jumping
12.44510113,2.057077948,2.870136793,0.641779865,3.589029993,jumping
12.45509213,1.527059425,2.69021212,0.4597754838,3.127386326,jumping
12.46508413,0.9558203691,2.245244856,0.5523619775,2.501963389,jumping
12.47507513,0.6172370544,1.839662098,0.7804851758,2.091529423,jumping
12.48506613,0.4904179636,1.381593563,1.105668719,1.836249947,jumping
12.49505713,0.2857578143,1.169150185,1.618605187,2.017040514,jumping
12.50504913,-0.09025849789,1.263467528,2.142867712,2.489252663,jumping
12.51504013,-0.3781812438,1.503294001,2.642512289,3.063622873,jumping
12.52503113,-0.7239361686,1.784952625,3.126178765,3.671938605,jumping
12.53502313,-0.9717201179,2.133665364,3.56262839,4.264866811,jumping
12.54501413,-1.178840191,2.114008194,3.90579446,4.594989141,jumping
12.55500513,-1.552556208,2.271084287,4.125801796,4.958880426,jumping
12.56499713,-1.522233133,2.296179952,4.276478112,5.087032644,jumping
12.57498813,-1.154202655,1.449230645,4.10674689,4.505310561,jumping
12.58497913,-0.7728174296,-0.3224710196,4.186972443,4.269891401,jumping
12.59497013,0.03609223098,-2.309189422,4.860434861,5.381215985,jumping
12.60496213,0.7597643977,-3.42434174,5.825288594,6.799804813,jumping
12.61495313,1.276324093,-3.406149883,6.515979248,7.462495948,jumping
12.62494413,1.378062429,-2.205389065,5.94594355,6.489764378,jumping
12.63493613,2.019939358,-0.7836865264,5.289097749,5.715669216,jumping
12.64492713,3.454109915,0.236305865,4.896514521,5.99688004,jumping
12.65491813,4.311030478,0.938415547,3.621232694,5.707795875,jumping
12.66490913,4.579097542,1.069948663,2.355021653,5.259187335,jumping
12.67490113,4.646561254,0.4418980604,1.547934569,4.917510225,jumping
12.68489213,4.080384133,-0.3884843302,0.8277757019,4.181586704,jumping
12.69488313,2.558993,-2.149410746,0.1048533674,3.343561867,jumping
12.70487513,0.7399628019,-3.303856353,-1.040279891,3.541919536,jumping
12.71486613,-0.3425094277,-3.834018719,-2.290471462,4.479204367,jumping
12.72485713,-0.4169509149,-4.735551783,-2.943483682,5.591367896,jumping
12.73484913,-0.2261167994,-5.325233542,-3.355400144,6.298249853,jumping
12.74484013,0.2023601469,-5.563780645,-3.082423173,6.363798968,jumping
12.75483113,1.2039265,-4.458335874,-1.617188407,4.893004816,jumping
12.76482213,2.693387743,-2.836729311,-0.06932108045,3.912310843,jumping
12.77481413,3.490433403,-2.759064254,0.1003253567,4.450351231,jumping
12.78480513,2.19230709,-3.223322652,-1.552259316,4.195894217,jumping
12.79479613,1.279492699,-3.753944024,-2.969104134,4.954268529,jumping
12.80478813,0.6735036412,-3.16612168,-4.151437452,5.264253657,jumping
12.81477913,0.8100986919,-1.183118014,-4.362908145,4.592493398,jumping
12.82477013,1.295999097,0.8417359293,-2.825859922,3.220810043,jumping
12.83476113,0.295446943,2.583742509,-2.071823457,3.324976194,jumping
12.84475313,-0.5014069283,1.178386447,-1.063777804,1.664820333,jumping
12.85474413,-0.980149464,0.3614263397,-0.8499933672,1.346777894,jumping
12.86473513,-0.9964126173,0.8822869545,-0.4892713246,1.4179756,jumping
12.87472713,-0.9772568464,1.29838593,-0.4033432746,1.674372349,jumping
12.88471813,-1.098711409,1.448089854,-0.2609495401,1.836362069,jumping
12.89470913,-1.400303191,1.351970984,-0.3059266153,1.970346584,jumping
12.90470013,-1.988575186,0.8296052957,-0.4906810883,2.209851612,jumping
12.91469213,-2.60195834,0.4835752594,-0.6834199342,2.733330394,jumping
12.92468313,-3.254193612,0.4237214059,-1.037182036,3.441665653,jumping
12.93467413,-3.932175635,0.6538701528,-1.459667633,4.245018375,jumping
12.94466613,-4.477826983,0.9223210859,-1.798877769,4.913000295,jumping
12.95465713,-4.850988684,1.176657425,-2.051715175,5.396864744,jumping
12.96464813,-5.017581121,1.414778266,-2.186676513,5.653253224,jumping
12.97463913,-4.977290297,1.704596679,-2.103799248,5.666130938,jumping
12.98463113,-4.695989522,2.079077513,-1.671545293,5.400828137,jumping
12.99462213,-4.242271315,2.372369757,-1.090806266,4.981451845,jumping
13.00461313,-3.576014713,2.621383376,-0.5211564839,4.464430099,jumping
13.01460513,-2.659987863,3.043554685,-0.04818193406,4.042410425,jumping
13.02459613,-1.51336583,3.256901457,0.3769968903,3.611067694,jumping
13.03458713,-0.3672960672,3.550414141,0.8803980115,3.67633617,jumping
13.04457913,0.7636384705,3.945191245,1.144814951,4.178310537,jumping
13.05457013,1.880156113,3.830209842,0.5685423195,4.304501692,jumping
13.06456113,2.617920362,3.032453746,-0.6004865357,4.050909382,jumping
13.07455213,3.10723671,2.015208376,-1.373747184,3.950084315,jumping
13.08454413,3.111727079,1.149395367,-1.839613274,3.79316914,jumping
13.09453513,2.714073146,0.5663946372,-0.8258089909,2.892914865,jumping
13.10452613,2.23527243,0.04429499745,2.057548065,3.038405655,jumping
13.11451813,2.700949655,-1.115075719,5.404422383,6.143802096,jumping
13.12450913,3.75172559,-2.731864761,6.355621113,7.869717257,jumping
13.13450013,4.350196883,-3.397632828,4.529978007,7.140645804,jumping
13.14449113,4.204978651,-1.963473381,1.565251975,4.897661373,jumping
13.15448313,4.455442964,0.3192690843,0.3725497904,4.48237639,jumping
13.16447413,4.19539331,2.51280175,1.570332036,5.136286632,jumping
13.17446513,1.913903318,2.416346081,1.000596592,3.240825178,jumping
13.18445713,-0.1886817554,-1.390824562,-0.9022744918,1.668560166,jumping
13.19444813,-2.144743499,-7.15635812,-2.07085165,7.752535893,jumping
13.20443913,-1.954856047,-13.74594797,-3.518856426,14.32322932,jumping
13.21443013,2.741886304,-21.12001664,-2.562963259,21.45091662,jumping
13.22442213,6.507285608,-16.48659174,1.21062624,17.7656435,jumping
13.23441313,1.770950882,-2.776676068,1.134104898,3.483158184,jumping
13.24440413,-4.190198352,0.04603395939,0.1331557184,4.192566254,jumping
13.25439513,-7.545733566,1.46460356,-0.8310159364,7.731348274,jumping
13.26438713,-10.47584584,3.284351211,-1.62695735,11.09852689,jumping
13.27437813,-11.82746131,4.363322713,-1.726871355,12.72436681,jumping
13.28436913,-10.72570321,3.836171663,-1.387283489,11.47525502,jumping
13.29436113,-7.885675482,1.451375989,0.5928567964,8.0400155,jumping
13.30435213,-4.716775789,-1.985047853,1.142661421,5.24347823,jumping
13.31434313,-1.672429684,-5.481215621,-0.4732520002,5.750192448,jumping
13.32433413,1.481534173,-7.115719387,-1.026344514,7.340421579,jumping
13.33432613,3.33090645,-6.34381617,-1.025946757,7.23819785,jumping
13.34431662,2.508524512,-3.76304463,-0.3798286968,4.538443561,jumping
13.35430763,0.02257551491,-1.016724383,-0.2226415068,1.041060692,jumping
13.36429963,-1.980151979,-0.2981144428,-0.6052973324,2.09195099,jumping
13.37429063,-2.659644339,0.3784581095,-0.5394812192,2.740069075,jumping
13.38428162,-3.020115828,1.040110322,-0.5682587296,3.244356189,jumping
13.39427263,-2.926058394,0.8042061603,-0.7584288937,3.127903397,jumping
13.40426463,-2.377406256,1.19604153,0.1516282421,2.665626938,jumping
13.41425563,-2.230122495,1.471240734,0.2886540864,2.687250793,jumping
13.42424662,-1.387048138,1.341700349,-0.01705837458,1.929858376,jumping
13.43423863,-0.6564879513,1.616022472,0.4801204321,1.809149162,jumping
13.44422963,0.3727409944,2.132466685,0.3502948491,2.192956108,jumping
13.45422063,0.4294984549,2.306110863,-0.3315915066,2.369086145,jumping
13.46421162,0.114873814,1.851931311,0.1683264282,1.863110131,jumping
13.47420363,0.1331001699,1.28049462,-0.002106459439,1.287395263,jumping
13.48419463,0.2426331371,0.9171615028,0.2253959839,0.9751202034,jumping
13.49418563,0.5655883062,1.100438969,0.5182404774,1.341428063,jumping
13.50417763,0.8674964225,1.514082114,0.6780766024,1.872106453,jumping
13.51416863,1.253159179,1.629379267,0.5805798362,2.135967619,jumping
13.52415963,1.553993454,1.843014307,0.6015948755,2.484655667,jumping
13.53415063,1.686824067,2.228109006,0.7504265405,2.893611095,jumping
13.54414262,1.580564664,2.458255414,1.052999339,3.106446836,jumping
13.55413363,1.340673578,2.526700582,1.273076257,3.130869629,jumping
13.56412463,1.026955256,2.275362695,1.337016145,2.831876527,jumping
13.57411663,0.7674113864,1.94574053,1.37750402,2.504464768,jumping
13.58410762,0.7340813801,1.415595707,1.487152178,2.180460565,jumping
13.59409863,0.585620867,1.185341125,1.805609668,2.237903407,jumping
13.60408963,0.6756443068,1.346763453,2.207275962,2.672514584,jumping
13.61408163,0.6742427292,1.721391052,2.59205725,3.183795094,jumping
13.62407262,0.3720103848,1.675751195,2.885795637,3.357729925,jumping
13.63406363,-0.1142373446,1.602727658,3.136349412,3.523985492,jumping
13.64405563,-0.7435258028,2.023640061,3.190011649,3.850210908,jumping
13.65404663,-1.186642131,2.664765623,3.355383772,4.446087676,jumping
13.66403762,-1.247119005,2.476447272,3.866267867,4.757743596,jumping
13.67402863,-0.6813035345,1.684310349,3.968012928,4.36419551,jumping
13.68402063,-0.001465604603,0.8022321403,3.776853415,3.861113864,jumping
13.69401163,0.8679647845,-0.7938519108,4.181511143,4.343800084,jumping
13.70400262,1.669996658,-2.494319286,5.476220344,6.244958511,jumping
13.71399463,1.777949415,-3.322830568,6.802373532,7.776541183,jumping
13.72398563,0.896610294,-2.464123095,6.719041353,7.212581324,jumping
13.73397663,0.7282619387,-0.9756623107,5.748315847,5.875833343,jumping
13.74396762,2.048911727,-0.08631133497,5.167143542,5.559214089,jumping
13.75395963,2.962876265,0.5525952083,4.272592052,5.228674791,jumping
13.76395063,3.525502371,0.8722086936,3.147014734,4.805581828,jumping
13.77394163,4.573573677,0.2456771976,2.186721244,5.075399814,jumping
13.78393362,4.601436245,-0.1876991308,0.9681503197,4.705928338,jumping
13.79392463,3.003108324,-0.9008770072,-0.5298373333,3.179774613,jumping
13.80391563,1.128500049,-2.692299576,-2.099621266,3.595886376,jumping
13.81390663,0.03051369488,-3.481460851,-2.885261786,4.521751465,jumping
13.82389862,-0.2026431522,-3.729165863,-2.60222088,4.551845317,jumping
13.83388963,0.3325235528,-4.097100738,-2.302276259,4.711399192,jumping
13.84388063,0.6614922908,-4.931358663,-2.384234342,5.517285901,jumping
13.85387163,1.499550321,-5.727924267,-1.273109879,6.056284037,jumping
