Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
0.93508875,-0.2171258283,1.219953718,-3.727025782,3.927614019,walking
0.94507975,-1.871738169,0.6538748306,-2.953362553,3.557148638,walking
0.95507175,-3.842423506,0.6714462984,-1.360782445,4.131196848,walking
0.96506275,-5.000676236,-0.02085117102,-0.2943020582,5.009372344,walking
0.97505375,-5.652678788,-0.829693881,-0.07688766986,5.713762432,walking
0.98504575,-4.948656482,-1.007320013,-0.09433985442,5.051019163,walking
0.99503675,-3.177434288,0.04602928162,0.006532509327,3.177774382,walking
1.00502775,-2.405482539,1.007478765,-0.03965815544,2.608243178,walking
1.01501975,-2.079052954,2.068236775,-0.7661840558,3.03102335,walking
1.02501075,-1.193575174,2.80352502,-1.470292901,3.383213775,walking
1.03500275,0.2926361865,3.03022274,-1.015173116,3.209121726,walking
1.04499375,0.6280593735,2.801669114,-1.362010068,3.177873476,walking
1.05498475,-0.1723589605,2.108913515,-1.501128777,2.594342196,walking
1.06497675,0.2729959738,0.7794660062,0.6377137113,1.043442779,walking
1.07496775,1.967821371,-0.6167438418,3.2152418,3.819747864,walking
1.08495875,3.16432717,-1.419560119,4.820693675,5.938619779,walking
1.09495075,3.945984128,-1.493171886,4.448123712,6.130755057,walking
1.10494175,3.476226423,-1.346024365,1.680356462,4.088952137,walking
1.11493375,2.248508772,-1.45865548,-0.5339332348,2.732865201,walking
1.12492475,1.271629656,-1.062201102,-1.524712937,2.251679974,walking
1.13491575,-0.3238176334,-0.4744699752,-2.957645053,3.012912856,walking
1.14490775,-1.545170006,0.1539928561,-2.94985013,3.333598646,walking
1.15489875,-1.601796196,1.177704954,-1.740635993,2.642452208,walking
1.16489075,-1.37448101,2.162037224,-0.7382750031,2.666205728,walking
1.17488175,-1.345067761,2.090183714,-0.1273646361,2.488834464,walking
1.18487275,-1.295020857,1.485182251,0.08810438365,1.97246235,walking
1.19486475,-0.8292065156,1.787542942,-0.5036791563,2.033859854,walking
1.20485575,-0.1155865896,1.781931953,-0.8229271907,1.966176723,walking
1.21484675,0.74758991,1.667608362,-0.3797152609,1.866545473,walking
1.22483875,1.143506051,1.175299117,-0.4726105607,1.70654471,walking
1.23482975,2.204051807,0.1913273281,-0.01521328568,2.212392813,walking
1.24482075,2.849714808,-0.8694376981,1.521481766,3.345400299,walking
1.25481275,1.508958784,-1.725802191,2.970796026,3.752463037,walking
1.26480375,0.9253224617,-1.520038088,1.484720028,2.317570066,walking
1.27479575,0.01821407676,-0.784097001,-0.5702766037,0.9697191677,walking
1.28478675,-1.448500913,-0.3573408902,-0.5896808812,1.604235316,walking
